"Gene","Cancer","TDL","IDG_Status","Kinase_score_percent","rank","Kinase_Type","Kinase_Group","Kinase_Family","Kinase_protein","MOA"
"SLK","COAD","Tchem","Studied",0,34,"protein kinase","STE group","STE20 family","STE20-like serine/threonine-protein kinase","no"
"SMG1","COAD","Tchem","Studied",0,34,"protein kinase","Atypical group","PIKK family","serine/threonine-protein kinase smg1","no"
"SNRK","COAD","Tbio","Studied",0,34,"protein kinase","CAMK group","CAMKL family","SNF-related serine/threonine-protein kinase","no"
"SPEG","COAD","Tbio","Studied",16.66666667,20,"protein kinase","CAMK group","TRIO family","striated muscle preferentially expressed protein kinase","no"
"SPHK1","COAD","Tchem","Studied",30,9,"Non-protein kinase","lipid kinase","","sphingosine kinase 1","no"
"SPHK2","COAD","Tchem","Studied",0,34,"Non-protein kinase","lipid kinase","","sphingosine kinase 2","no"
"SRC","COAD","Tclin","Studied",0,34,"protein kinase","TK group","SRC family","proto-oncogene tyrosine-protein kinase src","no"
"SRMS","COAD","Tchem","Studied",52.38095238,1,"protein kinase","TK group","SRC family","tyrosine-protein kinase srms","no"
"SRPK1","COAD","Tchem","Studied",14.28571429,22,"protein kinase","CMGC group","SRPK family","SRSF protein kinase 1","no"
"SRPK2","COAD","Tchem","Studied",0,34,"protein kinase","CMGC group","SRPK family","SRSF protein kinase 2","no"
"SRPK3","COAD","Tchem","Understudied",19.04761905,17,"protein kinase","CMGC group","SRPK family","SRSF protein kinase 3","no"
"STK10","COAD","Tchem","Studied",0,34,"protein kinase","STE group","STE20 family","serine/threonine-protein kinase 10","no"
"STK11","COAD","Tchem","Studied",14.28571429,22,"protein kinase","CAMK group","CAMKL family","serine/threonine-protein kinase stk11","no"
"STK16","COAD","Tchem","Studied",0,34,"protein kinase","other group","NAK family","serine/threonine-protein kinase 16","no"
"STK17A","COAD","Tchem","Understudied",0,34,"protein kinase","CAMK group","DAPK family","serine/threonine-protein kinase 17a","no"
"STK17B","COAD","Tchem","Understudied",0,34,"protein kinase","CAMK group","DAPK family","serine/threonine-protein kinase 17b","no"
"STK24","COAD","Tchem","Studied",16.66666667,20,"protein kinase","STE group","STE20 family","serine/threonine-protein kinase 24","no"
"STK25","COAD","Tchem","Studied",14.28571429,22,"protein kinase","STE group","STE20 family","serine/threonine-protein kinase 25","no"
"STK26","COAD","Tchem","Studied",0,34,"protein kinase","STE group","STE Ser/Thr protein kinase family","serine/threonine protein kinase 26","no"
"STK3","COAD","Tchem","Understudied",14.28571429,22,"protein kinase","STE group","STE20 family","serine/threonine-protein kinase 3","no"
"STK31","COAD","Tchem","Understudied",14.28571429,22,"protein kinase","other group","other-UNIQUE family","serine/threonine-protein kinase 31","no"
"STK32A","COAD","Tchem","Understudied",4.761904762,28,"protein kinase","AGC group","YANK family","serine/threonine-protein kinase 32a","no"
"STK32B","COAD","Tchem","Understudied",1.428571429,33,"protein kinase","AGC group","YANK family","serine/threonine-protein kinase 32b","no"
"STK32C","COAD","Tbio","Understudied",28.57142857,11,"protein kinase","AGC group","YANK family","serine/threonine-protein kinase 32c","no"
"STK33","COAD","Tchem","Understudied",0,34,"protein kinase","CAMK group","CAMK-UNIQUE family","serine/threonine-protein kinase 33","no"
"STK35","COAD","Tchem","Studied",0,34,"protein kinase","other group","NKF4 family","serine/threonine-protein kinase 35","no"
"STK36","COAD","Tbio","Understudied",0,34,"protein kinase","other group","ULK family","serine/threonine-protein kinase 36","no"
"STK38","COAD","Tbio","Studied",0,34,"protein kinase","AGC group","NDR family","serine/threonine-protein kinase 38","no"
"STK38L","COAD","Tchem","Understudied",0,34,"protein kinase","AGC group","NDR family","serine/threonine-protein kinase 38-like","no"
"STK39","COAD","Tbio","Studied",0,34,"protein kinase","STE group","STE20 family","STE20/sps1-related proline-alanine-rich protein kinase","no"
"STK4","COAD","Tchem","Studied",14.28571429,22,"protein kinase","STE group","STE20 family","serine/threonine-protein kinase 4","no"
"STK40","COAD","Tbio","Understudied",14.28571429,22,"protein kinase","CAMK group","SGK495 family","serine/threonine-protein kinase 40","no"
"STKLD1","COAD","Tdark","Understudied",0,34,"protein kinase","other group","SGK071 family","serine/threonine kinase-like domain-containing protein stkld1","no"
"STRADA","COAD","Tbio","Studied",0,34,"protein kinase","STE group","STE20 family","STE20-related kinase adapter protein alpha","no"
"STRADB","COAD","Tbio","Studied",0,34,"protein kinase","STE group","STE20 family","STE20-related kinase adapter protein beta","no"
"STYK1","COAD","Tbio","Studied",0,34,"protein kinase","TK group","TK-UNIQUE family","tyrosine-protein kinase styk1","no"
"SYK","COAD","Tchem","Studied",0,34,"protein kinase","TK group","SYK family","tyrosine-protein kinase syk","no"
"TAB1","COAD","Tbio","Studied",0,34,"protein kinase","Unclassified protein","","TGF-beta-activated kinase 1 and map3k7-binding protein 1","no"
"TAF1","COAD","Tchem","Studied",0,34,"protein kinase","Atypical group","TAF1 family","transcription initiation factor tfiid subunit 1","no"
"TAOK1","COAD","Tchem","Understudied",0,34,"protein kinase","STE group","STE20 family","serine/threonine-protein kinase tao1","no"
"TAOK2","COAD","Tchem","Understudied",0,34,"protein kinase","STE group","STE20 family","serine/threonine-protein kinase tao2","no"
"TAOK3","COAD","Tchem","Studied",0,34,"protein kinase","STE group","STE20 family","serine/threonine-protein kinase tao3","no"
"TBCK","COAD","Tbio","Understudied",0,34,"protein kinase","other group","TBCK family","TBCdomain-containing protein kinase-like protein","no"
"TBK1","COAD","Tchem","Studied",0,34,"protein kinase","other group","IKK family","serine/threonine-protein kinase tbk1","no"
"TEC","COAD","Tchem","Studied",0,34,"protein kinase","TK group","TEC family","tyrosine-protein kinase tec","no"
"TEK","COAD","Tclin","Studied",0,34,"protein kinase","TK group","TIE family","angiopoietin-1 receptor","no"
"TESK1","COAD","Tchem","Understudied",0,34,"protein kinase","TKL group","LISK family","dual specificity testis-specific protein kinase 1","no"
"TESK2","COAD","Tchem","Understudied",0,34,"protein kinase","TKL group","LISK family","dual specificity testis-specific protein kinase 2","no"
"TEX14","COAD","Tbio","Studied",0,34,"protein kinase","other group","NKF5 family","inactive serine/threonine-protein kinase tex14","no"
"TGFBR1","COAD","Tchem","Studied",0,34,"protein kinase","TKL group","STKR family","TGF-beta receptor type-1","no"
"TGFBR2","COAD","Tchem","Studied",35.71428572,5,"protein kinase","TKL group","STKR family","TGF-beta receptor type-2","no"
"TIE1","COAD","Tchem","Studied",0,34,"protein kinase","TK group","TIE family","tyrosine-protein kinase receptor tie-1","no"
"TK1","COAD","Tchem","Studied",14.28571429,22,"Non-protein kinase","nucleoside/nucleotide kinase","Thymidine kinase family","thymidine kinase, cytosolic","no"
"TK2","COAD","Tchem","Studied",0,34,"Non-protein kinase","nucleoside/nucleotide kinase","DCK/DGK family","thymidine kinase 2, mitochondrial","no"
"TLK1","COAD","Tchem","Understudied",0,34,"protein kinase","other group","TLK family","serine/threonine-protein kinase tousled-like 1","no"
"TLK2","COAD","Tchem","Understudied",0,34,"protein kinase","other group","TLK family","serine/threonine-protein kinase tousled-like 2","no"
"TNIK","COAD","Tchem","Studied",0,34,"protein kinase","STE group","STE20 family","TRAF2 and nck-interacting protein kinase","no"
"TNK1","COAD","Tchem","Studied",0,34,"protein kinase","TK group","ACK family","non-receptor tyrosine-protein kinase tnk1","no"
"TNK2","COAD","Tchem","Studied",28.57142857,11,"protein kinase","TK group","ACK family","activated cdc42 kinase 1","no"
"TNNI3K","COAD","Tchem","Studied",0,34,"protein kinase","TKL group","MLK family","serine/threonine-protein kinase tnni3k","no"
"TP53RK","COAD","Tbio","Understudied",14.28571429,22,"protein kinase","other group","BUD32 family","TP53-regulating kinase","no"
"TPK1","COAD","Tbio","Studied",0,34,"Non-protein kinase","other small molecule kinase","Thiamine pyrophosphokinase family","thiamin pyrophosphokinase 1","no"
"TRIB1","COAD","Tbio","Studied",0,34,"protein kinase","CAMK group","TRBL family","tribbles homolog 1","no"
"TRIB2","COAD","Tbio","Studied",2.857142857,31,"protein kinase","CAMK group","TRBL family","tribbles homolog 2","no"
"TRIB3","COAD","Tbio","Studied",33.33333333,6,"protein kinase","CAMK group","TRBL family","tribbles homolog 3","no"
"TRIO","COAD","Tbio","Studied",0,34,"protein kinase","CAMK group","TRIO family","triple functional domain protein","no"
"TRPM6","COAD","Tchem","Studied",0,34,"protein kinase","Atypical group","Alpha family","transient receptor potential cation channel subfamily m member 6","no"
"TSSK1B","COAD","Tchem","Understudied",0,34,"protein kinase","CAMK group","TSSK family","testis-specific serine/threonine-protein kinase 1","no"
"TSSK2","COAD","Tchem","Understudied",0,34,"protein kinase","CAMK group","TSSK family","testis-specific serine/threonine-protein kinase 2","no"
"TSSK3","COAD","Tbio","Understudied",0,34,"protein kinase","CAMK group","TSSK family","testis-specific serine/threonine-protein kinase 3","no"
"TSSK4","COAD","Tbio","Understudied",0,34,"protein kinase","CAMK group","TSSK family","testis-specific serine/threonine-protein kinase 4","no"
"TSSK6","COAD","Tbio","Understudied",2.380952386,32,"protein kinase","CAMK group","TSSK family","testis-specific serine/threonine-protein kinase 6","no"
"TTBK1","COAD","Tbio","Understudied",4.761904762,28,"protein kinase","CK1 group","TTBK family","Tau-tubulin kinase 1","no"
"TTBK2","COAD","Tbio","Understudied",0,34,"protein kinase","CK1 group","TTBK family","Tau-tubulin kinase 2","no"
"TTK","COAD","Tchem","Studied",14.28571429,22,"protein kinase","other group","TTK family","dual specificity protein kinase ttk","no"
"TTN","COAD","Tbio","Studied",14.28571429,22,"protein kinase","CAMK group","MLCK family","Titin","no"
"TXK","COAD","Tchem","Studied",0,34,"protein kinase","TK group","TEC family","tyrosine-protein kinase txk","no"
"TYK2","COAD","Tclin","Studied",0,34,"protein kinase","TK group","JAKA family","non-receptor tyrosine-protein kinase tyk2","no"
"TYRO3","COAD","Tchem","Studied",14.28571429,22,"protein kinase","TK group","AXL family","tyrosine-protein kinase receptor tyro3","no"
"UCK1","COAD","Tbio","Studied",0,34,"Non-protein kinase","nucleoside/nucleotide kinase","Uridine kinase family","uridine-cytidine kinase 1","no"
"UCK2","COAD","Tbio","Studied",0,34,"Non-protein kinase","nucleoside/nucleotide kinase","Uridine kinase family","uridine-cytidine kinase 2","no"
"UCKL1","COAD","Tdark","Studied",14.28571429,22,"Non-protein kinase","nucleoside/nucleotide kinase","uridine kinase family","uridine-cytidine kinase-like 1","no"
"UHMK1","COAD","Tbio","Studied",0,34,"protein kinase","other group","KIS family","serine/threonine-protein kinase kist","no"
"ULK1","COAD","Tchem","Studied",14.28571429,22,"protein kinase","other group","ULK family","serine/threonine-protein kinase ulk1","no"
"ULK2","COAD","Tchem","Studied",0,34,"protein kinase","other group","ULK family","serine/threonine-protein kinase ulk2","no"
"ULK3","COAD","Tchem","Studied",14.28571429,22,"protein kinase","other group","ULK family","serine/threonine-protein kinase ulk3","no"
"ULK4","COAD","Tbio","Understudied",14.28571429,22,"protein kinase","other group","ULK family","serine/threonine-protein kinase ulk4","no"
"VRK1","COAD","Tbio","Studied",0,34,"protein kinase","CK1 group","VRK family","serine/threonine-protein kinase VRK1","no"
"VRK2","COAD","Tbio","Understudied",0,34,"protein kinase","CK1 group","VRK family","serine/threonine-protein kinase VRK2","no"
"VRK3","COAD","Tbio","Understudied",0,34,"protein kinase","CK1 group","VRK family","inactive serine/threonine-protein kinase vrk3","no"
"WEE1","COAD","Tchem","Studied",0,34,"protein kinase","other group","WEE family","Wee1-like protein kinase","no"
"WEE2","COAD","Tbio","Understudied",0,34,"protein kinase","other group","WEE family","Wee1-like protein kinase 2","no"
"WNK1","COAD","Tchem","Studied",0,34,"protein kinase","other group","WNK family","serine/threonine-protein kinase wnk1","no"
"WNK2","COAD","Tchem","Understudied",0,34,"protein kinase","other group","WNK family","serine/threonine-protein kinase wnk2","no"
"WNK3","COAD","Tchem","Understudied",0,34,"protein kinase","other group","WNK family","serine/threonine-protein kinase wnk3","no"
"WNK4","COAD","Tbio","Studied",0,34,"protein kinase","other group","WNK family","serine/threonine-protein kinase wnk4","no"
"XYLB","COAD","Tbio","Studied",0,34,"Non-protein kinase","carbohydrate kinase","FGGY kinase family","xylulose kinase","no"
"YES1","COAD","Tclin","Studied",0,34,"protein kinase","TK group","SRC family","tyrosine-protein kinase yes","no"
"ZAP70","COAD","Tchem","Studied",0,34,"protein kinase","TK group","SYK family","tyrosine-protein kinase zap-70","no"
"AAK1","ESCA","Tchem","Studied",14.5833333333333,20,"protein kinase","other group","NAK family","AP2-associated protein kinase 1","no"
"AATK","ESCA","Tbio","Studied",0,34,"protein kinase","TK group","LMR family","serine/threonine-protein kinase lmtk1","no"
"ABL1","ESCA","Tclin","Studied",2.08333333333333,32,"protein kinase","TK group","ABL family","tyrosine-protein kinase abl1","no"
"ABL2","ESCA","Tchem","Studied",13.75,21,"protein kinase","TK group","ABL family","abelson tyrosine-protein kinase 2","no"
"ACVR1","ESCA","Tchem","Studied",1.25,33,"protein kinase","TKL group","STKR family","activin receptor type-1","no"
"ACVR1B","ESCA","Tchem","Studied",0,34,"protein kinase","TKL group","STKR family","activin receptor type-1b","no"
"ACVR1C","ESCA","Tbio","Studied",12.5,22,"protein kinase","TKL group","STKR family","activin receptor type-1c","no"
"ACVR2A","ESCA","Tchem","Studied",0,34,"protein kinase","TKL group","STKR family","activin receptor type-2a","no"
"ACVR2B","ESCA","Tchem","Studied",8.33333333333333,23,"protein kinase","TKL group","STKR family","activin receptor type-2b","no"
"ACVRL1","ESCA","Tchem","Studied",4.16666666666667,28,"protein kinase","TKL group","STKR family","serine/threonine-protein kinase receptor r3","no"
"ADCK1","ESCA","Tdark","Understudied",12.5,22,"protein kinase","Atypical group","ABC1 family","uncharacterized aarf domain-containing protein kinase 1","no"
"ADCK2","ESCA","Tbio","Understudied",0,34,"protein kinase","Atypical group","ABC1 family","uncharacterized aarf domain-containing protein kinase 2","no"
"ADCK5","ESCA","Tdark","Understudied",12.5,22,"protein kinase","Atypical group","ABC1 family","uncharacterized aarf domain-containing protein kinase 5","no"
"ADK","ESCA","Tchem","Studied",12.5,22,"Non-protein kinase","nucleoside/nucleotide kinase","","adenosine kinase","no"
"ADPGK","ESCA","Tbio","Studied",0,34,"Non-protein kinase","carbohydrate kinase","ADP-dependent glucokinase family","ADP-dependent glucokinase","no"
"AK1","ESCA","Tbio","Studied",0,34,"Non-protein kinase","nucleoside/nucleotide kinase","Adenylate kinase family","adenylate kinase isoenzyme 1","no"
"AK2","ESCA","Tbio","Studied",0,34,"Non-protein kinase","nucleoside/nucleotide kinase","Adenylate kinase family","adenylate kinase 2, mitochondrial","no"
"AK3","ESCA","Tbio","Studied",0,34,"Non-protein kinase","nucleoside/nucleotide kinase","Adenylate kinase family","GTP:AMP phosphotransferase AK3, mitochondrial","no"
"AK4","ESCA","Tbio","Studied",0,34,"Non-protein kinase","nucleoside/nucleotide kinase","ADK family","adenylate kinase 4, mitochondrial","no"
"AK5","ESCA","Tbio","Studied",1.25,33,"Non-protein kinase","nucleoside/nucleotide kinase","ADK family","adenylate kinase 5, mitochondrial","no"
"AK6","ESCA","Tbio","Studied",0,34,"Non-protein kinase","nucleoside/nucleotide kinase","ADK family","adenylate kinase 6, mitochondrial","no"
"AK8","ESCA","Tbio","Studied",0,34,"Non-protein kinase","nucleoside/nucleotide kinase","ADK family","adenylate kinase 8, mitochondrial","no"
"AK9","ESCA","Tbio","Studied",14.5833333333333,20,"Non-protein kinase","nucleoside/nucleotide kinase","ADK family","adenylate kinase 9, mitochondrial","no"
"AKT1","ESCA","Tchem","Studied",0,34,"protein kinase","AGC group","AKT family","RAC-alpha serine/threonine-protein kinase","no"
"AKT2","ESCA","Tchem","Studied",0,34,"protein kinase","AGC group","AKT family","RAC-beta serine/threonine-protein kinase","no"
"AKT3","ESCA","Tchem","Studied",2.5,31,"protein kinase","AGC group","AKT family","RAC-gamma serine/threonine-protein kinase","no"
"ALK","ESCA","Tclin","Studied",12.5,22,"protein kinase","TK group","ALK family","alk tyrosine kinase receptor","no"
"ALPK1","ESCA","Tbio","Studied",0,34,"protein kinase","Atypical group","Alpha family","alpha-protein kinase 1","no"
"ALPK2","ESCA","Tbio","Understudied",15,19,"protein kinase","Atypical group","Alpha family","alpha-protein kinase 2","no"
"ALPK3","ESCA","Tdark","Understudied",0,34,"protein kinase","Atypical group","Alpha family","alpha-protein kinase 3","no"
"AMHR2","ESCA","Tbio","Studied",0,34,"protein kinase","TKL group","STKR family","anti-muellerian hormone type-2 receptor","no"
"ANKK1","ESCA","Tbio","Studied",12.5,22,"protein kinase","TKL group","RIPK family","ankyrin repeat and protein kinase domain-containing protein 1","no"
"ARAF","ESCA","Tchem","Studied",12.5,22,"protein kinase","TKL group","RAF family","serine/threonine-protein kinase a-raf","no"
"ATM","ESCA","Tchem","Studied",0,34,"protein kinase","Atypical group","PIKK family","serine-protein kinase atm","no"
"ATR","ESCA","Tchem","Studied",12.5,22,"protein kinase","Atypical group","PIKK family","serine/threonine-protein kinase atr","no"
"AURKA","ESCA","Tchem","Studied",29.1666666666667,2,"protein kinase","other group","AUR family","aurora kinase a","no"
"AURKB","ESCA","Tchem","Studied",28.3333333333333,3,"protein kinase","other group","AUR family","aurora kinase b","no"
"AURKC","ESCA","Tchem","Studied",0,34,"protein kinase","other group","AUR family","aurora kinase c","no"
"AXL","ESCA","Tchem","Studied",3.33333333333333,30,"protein kinase","TK group","AXL family","tyrosine-protein kinase receptor ufo","no"
"BCKDK","ESCA","Tbio","Understudied",0,34,"protein kinase","Atypical group","PDHK family","[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial","no"
"BLK","ESCA","Tchem","Studied",0,34,"protein kinase","TK group","SRC family","tyrosine-protein kinase blk","no"
"BMP2K","ESCA","Tchem","Studied",0,34,"protein kinase","other group","NAK family","BMP-2-inducible protein kinase","no"
"BMPR1A","ESCA","Tchem","Studied",0,34,"protein kinase","TKL group","STKR family","bone morphogenetic protein receptor type-1a","no"
"BMPR1B","ESCA","Tchem","Studied",0,34,"protein kinase","TKL group","STKR family","bone morphogenetic protein receptor type-1b","no"
"BMPR2","ESCA","Tchem","Studied",0,34,"protein kinase","TKL group","STKR family","bone morphogenetic protein receptor type-2","no"
"BMX","ESCA","Tchem","Studied",0,34,"protein kinase","TK group","TEC family","cytoplasmic tyrosine-protein kinase bmx","no"
"BRAF","ESCA","Tclin","Studied",0,34,"protein kinase","TKL group","RAF family","serine/threonine-protein kinase b-raf","no"
"BRSK1","ESCA","Tchem","Understudied",16.6666666666667,16,"protein kinase","CAMK group","CAMKL family","serine/threonine-protein kinase brsk1","no"
"BRSK2","ESCA","Tchem","Understudied",0,34,"protein kinase","CAMK group","CAMKL family","serine/threonine-protein kinase brsk2","no"
"BTK","ESCA","Tclin","Studied",0,34,"protein kinase","TK group","TEC family","tyrosine-protein kinase btk","no"
"BUB1","ESCA","Tchem","Studied",12.5,22,"protein kinase","other group","BUB family","mitotic checkpoint serine/threonine-protein kinase bub1","no"
"BUB1B","ESCA","Tbio","Studied",13.75,21,"protein kinase","other group","BUB family","mitotic checkpoint serine/threonine-protein kinase bub1 beta","no"
"CAMK1","ESCA","Tchem","Studied",2.08333333333333,32,"protein kinase","CAMK group","CAMK1 family","calcium/calmodulin-dependent protein kinase type 1","no"
"CAMK1D","ESCA","Tchem","Understudied",0,34,"protein kinase","CAMK group","CAMK1 family","calcium/calmodulin-dependent protein kinase type 1d","no"
"CAMK1G","ESCA","Tchem","Understudied",13.75,21,"protein kinase","CAMK group","CAMK1 family","calcium/calmodulin-dependent protein kinase type 1g","no"
"CAMK2A","ESCA","Tchem","Studied",3.33333333333333,30,"protein kinase","CAMK group","CAMK2 family","calcium/calmodulin-dependent protein kinase type ii subunit alpha","no"
"CAMK2B","ESCA","Tchem","Studied",12.5,22,"protein kinase","CAMK group","CAMK2 family","calcium/calmodulin-dependent protein kinase type ii subunit beta","no"
"CAMK2D","ESCA","Tchem","Studied",2.08333333333333,32,"protein kinase","CAMK group","CAMK2 family","calcium/calmodulin-dependent protein kinase type ii subunit delta","no"
"CAMK2G","ESCA","Tchem","Studied",0,34,"protein kinase","CAMK group","CAMK2 family","calcium/calmodulin-dependent protein kinase type ii subunit gamma","no"
"CAMK4","ESCA","Tbio","Studied",0,34,"protein kinase","CAMK group","CAMK1 family","calcium/calmodulin-dependent protein kinase type iv","no"
"CAMKK1","ESCA","Tchem","Understudied",13.75,21,"protein kinase","other group","CAMKK family","calcium/calmodulin-dependent protein kinase kinase 1","no"
"CAMKK2","ESCA","Tchem","Studied",0,34,"protein kinase","other group","CAMKK family","calcium/calmodulin-dependent protein kinase kinase 2","no"
"CAMKV","ESCA","Tbio","Understudied",12.5,22,"protein kinase","CAMK group","CAMK-UNIQUE family","CAM kinase-like vesicle-associated protein","no"
"CASK","ESCA","Tchem","Studied",4.16666666666667,28,"protein kinase","CAMK group","CASK family","peripheral plasma membrane protein cask","no"
"CDC42BPA","ESCA","Tchem","Understudied",12.5,22,"protein kinase","AGC group","DMPK family","serine/threonine-protein kinase mrck alpha","no"
"CDC42BPB","ESCA","Tbio","Understudied",0,34,"protein kinase","AGC group","DMPK family","serine/threonine-protein kinase mrck beta","no"
"CDC42BPG","ESCA","Tbio","Understudied",0,34,"protein kinase","AGC group","DMPK family","serine/threonine-protein kinase mrck gamma","no"
"CDC7","ESCA","Tchem","Studied",12.5,22,"protein kinase","other group","CDC7 family","cell division cycle 7-related protein kinase","no"
"CDK1","ESCA","Tchem","Studied",25,7,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 1","no"
"CDK10","ESCA","Tbio","Understudied",0,34,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 10","no"
"CDK11A","ESCA","Tchem","Understudied",0,34,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 11a","no"
"CDK11B","ESCA","Tchem","Understudied",0,34,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 11b","no"
"CDK12","ESCA","Tchem","Understudied",12.5,22,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 12","no"
"CDK13","ESCA","Tchem","Understudied",0,34,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 13","no"
"CDK14","ESCA","Tchem","Understudied",15.8333333333333,18,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 14","no"
"CDK15","ESCA","Tchem","Understudied",3.75,29,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 15","no"
"CDK16","ESCA","Tchem","Understudied",12.5,22,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 16","no"
"CDK17","ESCA","Tchem","Understudied",21.25,10,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 17","no"
"CDK18","ESCA","Tchem","Understudied",0,34,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 18","no"
"CDK19","ESCA","Tchem","Understudied",0,34,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 19","no"
"CDK2","ESCA","Tchem","Studied",13.75,21,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 2","no"
"CDK20","ESCA","Tbio","Understudied",6.25,24,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 20","no"
"CDK3","ESCA","Tchem","Studied",0,34,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 3","no"
"CDK4","ESCA","Tclin","Studied",12.5,22,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 4","no"
"CDK5","ESCA","Tchem","Studied",12.5,22,"protein kinase","CMGC group","CDK family","cyclin-dependent-like kinase 5","no"
"CDK6","ESCA","Tclin","Studied",12.5,22,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 6","no"
"CDK7","ESCA","Tchem","Studied",0,34,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 7","no"
"CDK8","ESCA","Tchem","Studied",0,34,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 8","no"
"CDK9","ESCA","Tchem","Studied",1.25,33,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 9","no"
"CDKL1","ESCA","Tchem","Understudied",0,34,"protein kinase","CMGC group","CDKL family","cyclin-dependent kinase-like 1","no"
"CDKL2","ESCA","Tchem","Understudied",18.75,14,"protein kinase","CMGC group","CDKL family","cyclin-dependent kinase-like 2","no"
"CDKL3","ESCA","Tchem","Understudied",1.25,33,"protein kinase","CMGC group","CDKL family","cyclin-dependent kinase-like 3","no"
"CDKL4","ESCA","Tdark","Understudied",0,34,"protein kinase","CMGC group","CDKL family","cyclin-dependent kinase-like 4","no"
"CDKL5","ESCA","Tchem","Studied",14.5833333333333,20,"protein kinase","CMGC group","CDKL family","cyclin-dependent kinase-like 5","no"
"CERK","ESCA","Tchem","Studied",4.16666666666667,28,"Non-protein kinase","lipid kinase","","ceramide kinase","no"
"CHEK1","ESCA","Tchem","Studied",12.5,22,"protein kinase","CAMK group","CAMKL family","serine/threonine-protein kinase chk1","no"
"CHEK2","ESCA","Tchem","Studied",13.75,21,"protein kinase","CAMK group","RAD53 family","serine/threonine-protein kinase chk2","no"
"CHKA","ESCA","Tchem","Studied",4.16666666666667,28,"Non-protein kinase","other small molecule kinase","Choline/ethanolamine kinase family","choline kinase alpha","no"
"CHKB","ESCA","Tbio","Studied",0,34,"Non-protein kinase","other small molecule kinase","Choline/ethanolamine kinase family","choline/ethanolamine kinase","no"
"CHUK","ESCA","Tchem","Studied",12.5,22,"protein kinase","other group","IKK family","inhibitor of nuclear factor kappa-b kinase subunit alpha","no"
"CIT","ESCA","Tchem","Studied",13.75,21,"protein kinase","AGC group","DMPK family","citron rho-interacting kinase","no"
"CKB","ESCA","Tbio","Studied",0,34,"Non-protein kinase","nucleoside/nucleotide kinase","ATP: guanidophosphotransferase","creatine kinase B-type","no"
"CKM","ESCA","Tbio","Studied",0,34,"Non-protein kinase","other small molecule kinase","ATP:guanido phosphotransferase family","creatine kinase m-type","no"
"CKMT1A","ESCA","Tbio","Studied",0,34,"Non-protein kinase","nucleoside/nucleotide kinase","ATP:guanidophosphotransferase","creatine kinase U-type, mitochondrial","no"
"CKMT2","ESCA","Tbio","Studied",0,34,"Non-protein kinase","nucleoside/nucleotide kinase","ATP: guanidophosphotransferase","creatine kinase S-type, mitochondrial","no"
"CLK1","ESCA","Tchem","Studied",14.5833333333333,20,"protein kinase","CMGC group","CLK family","dual specificity protein kinase clk1","no"
"CLK2","ESCA","Tchem","Studied",0,34,"protein kinase","CMGC group","CLK family","dual specificity protein kinase clk2","no"
"CLK3","ESCA","Tchem","Understudied",0,34,"protein kinase","CMGC group","CLK family","dual specificity protein kinase clk3","no"
"CLK4","ESCA","Tchem","Understudied",12.5,22,"protein kinase","CMGC group","CLK family","dual specificity protein kinase clk4","no"
"CMPK1","ESCA","Tbio","Studied",0,34,"Non-protein kinase","nucleoside/nucleotide kinase","ADK family","UMP-CMP kinase","no"
"CMPK2","ESCA","Tbio","Studied",12.5,22,"Non-protein kinase","nucleoside/nucleotide kinase","thymidylate kinase family","UMP-CMP kinase","no"
"COQ8A","ESCA","Tbio","Understudied",0,34,"protein kinase","Atypical group","ABC1 family","atypical kinase COQ8A, mitochondrial","no"
"COQ8B","ESCA","Tchem","Understudied",0,34,"protein kinase","Atypical group","ABC1 family","atypical kinase COQ8B, mitochondrial","no"
"CSF1R","ESCA","Tclin","Studied",1.25,33,"protein kinase","TK group","PDGFR family","macrophage colony-stimulating factor 1 receptor","no"
"CSK","ESCA","Tchem","Studied",0,34,"protein kinase","TK group","CSK family","tyrosine-protein kinase csk","no"
"CSNK1A1","ESCA","Tchem","Studied",15.8333333333333,18,"protein kinase","CK1 group","CK1 family","casein kinase i isoform alpha","no"
"CSNK1A1L","ESCA","Tdark","Understudied",2.5,31,"protein kinase","CK1 group","CK1 family","casein kinase i isoform alpha-like","no"
